"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"Code","1","268","3414434971648","96358400","50655232","23176","C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\DstMove\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --mojo-platform-channel-handle=3436 --field-trial-handle=1684,i,11062129029785470797,17055400252434384213,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","3.96875","1.86.1","1.86.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4100","8",,"False","13/02/2024 11:20:00",,"13228",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23176","23176","50655232","50655232","542648","542648","63868928","63868928","107401216","107401216","3414465224704","-33775616","True","Normal","50655232","50655232","255","1",,"System.Diagnostics.ProcessThreadCollection","268","3414434971648","-64028672","False",,,,"96358400","96358400",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:02.2343750","00:00:03.9687500","00:00:01.7343750","Code","0","","True",,
"Code","1","170","3410022543360","88662016","23203840","14696","C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe"" c:\Users\DstMove\.vscode\extensions\formulahendry.auto-rename-tag-0.1.10\packages\server\dist\serverMain.js --node-ipc --clientProcessId=6232","System.Diagnostics.Process (Code)","Microsoft Corporation","0.5625","1.86.1","1.86.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2596","8",,"False","13/02/2024 11:20:02",,"13412",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14696","14696","23203840","23203840","514272","514272","23912448","23912448","90116096","90116096","3410048253952","-155779072","True","Normal","23203840","23203840","255","1",,"System.Diagnostics.ProcessThreadCollection","170","3410022543360","-181489664","False",,,,"88662016","88662016",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.1093750","00:00:00.5625000","00:00:00.4531250","Code","0","","True",,
"Code","1","215","2238024437760","29937664","11223040","11464","C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=crashpad-handler --user-data-dir=C:\Users\DstMove\AppData\Roaming\Code /prefetch:7 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\DstMove\AppData\Roaming\Code\Crashpad --url=appcenter://code?aid=a4e3233c-699c-46ec-b4f4-9c2a77254662&uid=1eaf5e65-1e56-49c6-94d6-7619b9df421d&iid=1eaf5e65-1e56-49c6-94d6-7619b9df421d&sid=1eaf5e65-1e56-49c6-94d6-7619b9df421d --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.86.1 --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=27.2.3 --initial-client-data=0x3ec,0x3f0,0x3f4,0x3e8,0x3f8,0x7ff684421c00,0x7ff684421c10,0x7ff684421c20","System.Diagnostics.Process (Code)","Microsoft Corporation","0.03125","1.86.1","1.86.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4068","8",,"False","13/02/2024 11:19:59",,"14452",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11464","11464","11223040","11223040","498520","498520","11272192","11272192","30052352","30052352","2238049603584","371642368","True","Normal","11223040","11223040","255","1",,"System.Diagnostics.ProcessThreadCollection","215","2238024437760","346476544","False",,,,"29937664","29937664",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","Code","0","","True",,
"Code","1","287","2238084268032","42442752","13000704","17072","C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\DstMove\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --mojo-platform-channel-handle=2064 --field-trial-handle=1684,i,11062129029785470797,17055400252434384213,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","1.046875","1.86.1","1.86.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4272","8",,"False","13/02/2024 11:19:59",,"15304",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17072","17072","13000704","13000704","530048","530048","16912384","16912384","47562752","47562752","2238138793984","460832768","True","Normal","13000704","13000704","255","1",,"System.Diagnostics.ProcessThreadCollection","287","2238084268032","406306816","False",,,,"42442752","42442752",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.6093750","00:00:01.0468750","00:00:00.4375000","Code","0","","True",,
"Code","1","270","3410114703360","105562112","43884544","19288","C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\DstMove\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --mojo-platform-channel-handle=3564 --field-trial-handle=1684,i,11062129029785470797,17055400252434384213,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","7.84375","1.86.1","1.86.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3696","8",,"False","13/02/2024 11:20:00",,"16576",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19288","19288","43884544","43884544","530592","530592","133308416","133308416","191631360","191631360","3410147487744","-56545280","True","Normal","43884544","43884544","255","1",,"System.Diagnostics.ProcessThreadCollection","270","3410114703360","-89329664","False",,,,"105562112","105562112",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:01.8437500","00:00:07.8437500","00:00:06","Code","0","","True",,
"Code","1","224","3410125795328","86491136","26644480","18096","C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe"" --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\DstMove\AppData\Roaming\Code"" --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --mojo-platform-channel-handle=3644 --field-trial-handle=1684,i,11062129029785470797,17055400252434384213,262144 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess,WinDelaySpellcheckServiceInit,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Code)","Microsoft Corporation","0.640625","1.86.1","1.86.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4500","8",,"False","13/02/2024 11:20:00",,"17832",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18096","18096","26644480","26644480","531448","531448","32169984","32169984","90615808","90615808","3410150961152","-53071872","True","Normal","26644480","26644480","255","1",,"System.Diagnostics.ProcessThreadCollection","224","3410125795328","-78237696","False",,,,"86491136","86491136",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:00.1562500","00:00:00.6406250","00:00:00.4843750","Code","0","","True",,
"Code","1","1301","3410464563200","111243264","51400704","44856","C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe","""C:\Users\DstMove\AppData\Local\Programs\Microsoft VS Code\Code.exe"" ","System.Diagnostics.Process (explorer)","Microsoft Corporation","29.84375","1.86.1","1.86.1","Visual Studio Code","Visual Studio Code","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2084","8",,"False","13/02/2024 11:19:59",,"20432",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","44856","44856","51400704","51400704","845368","845368","98701312","98701312","159281152","159281152","3410630561792","426528768","True","Normal","51400704","51400704","255","1",,"System.Diagnostics.ProcessThreadCollection","1301","3410464563200","260530176","False",,,,"111243264","111243264",,"System.Diagnostics.ProcessModule (Code.exe)","00:00:15.2031250","00:00:29.8437500","00:00:14.6406250","Code","655740","largeFiles.ps1 - Automation - Visual Studio Code [Administrator]","True",,
"CompPkgSrv","1","143","2203411918848","8978432","1691648","7336","C:\Windows\System32\CompPkgSrv.exe","C:\Windows\System32\CompPkgSrv.exe -Embedding","System.Diagnostics.Process (svchost)","Microsoft Corporation","0.078125","10.0.19041.3636 (WinBuild.160101.0800)","10.0.19041.3636","Component Package Support Server","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3644","8",,"False","12/02/2024 10:48:21",,"9308",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7336","7336","1691648","1691648","117120","117120","1970176","1970176","10145792","10145792","2203415080960","96858112","True","Normal","1691648","1691648","255","1",,"System.Diagnostics.ProcessThreadCollection","143","2203411918848","93696000","False",,,,"8978432","8978432",,"System.Diagnostics.ProcessModule (CompPkgSrv.exe)","00:00:00","00:00:00.0781250","00:00:00.0781250","CompPkgSrv","0","","True",,
"conhost","1","107","2203417251840","7065600","1355776","7880","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 80 --height 30 --signal 0x394 --server 0x38c",,"Microsoft Corporation","0.796875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4540","8",,"False","12/02/2024 09:52:31",,"4036",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7880","7880","1355776","1355776","125288","125288","1437696","1437696","7204864","7204864","2203418828800","100605952","True","Normal","1355776","1355776","255","1",,"System.Diagnostics.ProcessThreadCollection","107","2203417251840","99028992","False",,,,"7065600","7065600",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.4843750","00:00:00.7968750","00:00:00.3125000","conhost","0","","True",,
"conhost","0","108","2203400941568","4870144","6381568","6920","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wlanext)","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3428","8",,"False","12/02/2024 09:42:52",,"4316",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","6920","6920","6381568","6381568","81120","81120","6467584","6467584","10502144","10502144","2203402514432","84291584","True","Normal","6381568","6381568","255","0",,"System.Diagnostics.ProcessThreadCollection","108","2203400941568","82718720","False",,,,"4870144","4870144",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"conhost","0","139","2203409719296","6860800","6688768","9368","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (postgres)","Microsoft Corporation","1.296875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4240","8",,"False","12/02/2024 09:42:52",,"6484",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9368","9368","6688768","6688768","107592","107592","6774784","6774784","12718080","12718080","2203411292160","93069312","True","Normal","6688768","6688768","255","0",,"System.Diagnostics.ProcessThreadCollection","139","2203409719296","91496448","False",,,,"6860800","6860800",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.5156250","00:00:01.2968750","00:00:00.7812500","conhost","0","","True",,
"conhost","1","109","2203417776128","7188480","1355776","8144","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 93 --height 12 --signal 0x3ec --server 0x3e8","System.Diagnostics.Process (Code)","Microsoft Corporation","0.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2976","8",,"False","13/02/2024 11:20:01",,"10904",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8144","8144","1355776","1355776","127848","127848","1392640","1392640","7192576","7192576","2203418824704","100601856","True","Normal","1355776","1355776","255","1",,"System.Diagnostics.ProcessThreadCollection","109","2203417776128","99553280","False",,,,"7188480","7188480",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0625000","00:00:00.0937500","00:00:00.0312500","conhost","0","","True",,
"conhost","1","106","2203417776128","7163904","1355776","8144","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 84 --height 12 --signal 0x38c --server 0x384","System.Diagnostics.Process (Code)","Microsoft Corporation","0.015625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2724","8",,"False","13/02/2024 11:20:01",,"13660",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8144","8144","1355776","1355776","126312","126312","1388544","1388544","7168000","7168000","2203418824704","100601856","True","Normal","1355776","1355776","255","1",,"System.Diagnostics.ProcessThreadCollection","106","2203417776128","99553280","False",,,,"7163904","7163904",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","conhost","0","","True",,
"conhost","0","108","2203400941568","5705728","6397952","6920","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (fdhost)","Microsoft Corporation","0.0625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4344","8",,"False","12/02/2024 09:44:56",,"14192",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","6920","6920","6397952","6397952","81184","81184","6488064","6488064","11464704","11464704","2203402514432","84291584","True","Normal","6397952","6397952","255","0",,"System.Diagnostics.ProcessThreadCollection","108","2203400941568","82718720","False",,,,"5705728","5705728",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","conhost","0","","True",,
